# link: https://git.ligo.org/extreme-matter/eos-models-in-lal-and-bilby/eos_tables/-/blob/main/Modified_tables/eos_Crust_BsK24_nbmin_1e-11_core_SKI3_modified.d
# SHA: 2e3690ed9867cb3bc16a62a46657112b7a8a42bd
#
# Model Crust_BsK24_nbmin_1e-11_core_SKI3
# Model computed at temperature 0.0  MeV
#
#1345	number of points
#
#  n_B [1/fm^3]   eps[g/cm^3]   P[dyn/cm^2] mu_B [MeV] mu_e [MeV] log-enthalpy H [dimensionless] Y_e+Y_mu[dimensionless] cs2[speed of sound squared]
#
0	1.0001558303455137e-11	1.6586122468902155e+04	1.6736726261730990e+19	9.3041428045287444e+02	9.4999999999999996e-01		1.0000000000000000e-10	4.6428571428571430e-01	2.2362879491571580e-06
1	1.0472864960095620e-11	1.7367716584427875e+04	1.8307633028124113e+19	9.3041438750724171e+02	9.4999999999999996e-01		1.0311009910977480e-07	4.6428571428571430e-01	2.2817207767234802e-06
2	1.0966381155458079e-11	1.8186142100873280e+04	2.0020978647420674e+19	9.3041449871712928e+02	9.4999999999999996e-01		2.1029631305540426e-07	4.6428571428571430e-01	2.3763338410202228e-06
3	1.1483153474584986e-11	1.9043134644276732e+04	2.1889232141263196e+19	9.3041461422104373e+02	9.4999999999999996e-01		3.2202622052336231e-07	4.6428571428571430e-01	2.4742809661873687e-06
4	1.2024277826047165e-11	1.9940511629832730e+04	2.3925915787616600e+19	9.3041473416122653e+02	9.4999999999999996e-01		4.3823080691955319e-07	4.6428571428571430e-01	2.5756560708829419e-06
5	1.2590901755878222e-11	2.0880176116126306e+04	2.6145690936867549e+19	9.3041485868372820e+02	9.4999999999999996e-01		5.5930368162176474e-07	4.6428571428571430e-01	2.6805549065906529e-06
6	1.3184226892170919e-11	2.1864120840995274e+04	2.8564450571016393e+19	9.3041498793848211e+02	9.4999999999999996e-01		6.8516669278691087e-07	4.6428571428571430e-01	2.7890750698746532e-06
7	1.3805511481343318e-11	2.2894432447581377e+04	3.1199419116981105e+19	9.3041512207938092e+02	9.4999999999999996e-01		8.1624098732512189e-07	4.6428571428571430e-01	2.9013160141268181e-06
8	1.4456073069518137e-11	2.3973295909532277e+04	3.4069260062412001e+19	9.3041526126435190e+02	9.4999999999999996e-01		9.5243841869362512e-07	4.6428571428571430e-01	3.0173790608042349e-06
9	1.5137291282417707e-11	2.5102999164738769e+04	3.7194191962420027e+19	9.3041540565543482e+02	9.4999999999999996e-01		1.0942092435666924e-06	4.6428571428571430e-01	3.1373674101371998e-06
10	1.5850610766530023e-11	2.6285937967436439e+04	4.0596113468439675e+19	9.3041555541886055e+02	9.4999999999999996e-01		1.2414544052891819e-06	4.6428571428571430e-01	3.2613861513089791e-06
11	1.6597544235960217e-11	2.7524620968959731e+04	4.4298738056310948e+19	9.3041571072512966e+02	9.4999999999999996e-01		1.3946549096084839e-06	4.6428571428571430e-01	3.3895422720951450e-06
